Date,Open,High,Low,Close,Adj Close,Volume
2020-11-17,12030.269531,12047.129883,11964.200195,11977.490234,11977.490234,4122770000
2020-11-18,11963.360352,12027.150391,11892.540039,11894.709961,11894.709961,4699160000
2020-11-19,11863.120117,12000.290039,11842.660156,11985.429688,11985.429688,5322580000
2020-11-20,11976.000000,12017.419922,11903.570313,11906.440430,11906.440430,5319340000
2020-11-23,11959.889648,12001.830078,11817.530273,11905.940430,11905.940430,5360830000
2020-11-24,11952.700195,12094.160156,11878.309570,12079.809570,12079.809570,6277790000
2020-11-25,12112.110352,12174.990234,12081.509766,12152.219727,12152.219727,4425030000
2020-11-27,12220.370117,12306.709961,12214.450195,12258.209961,12258.209961,3401890000
2020-11-30,12278.780273,12299.610352,12090.929688,12268.320313,12268.320313,7693430000
2020-12-01,12387.620117,12510.019531,12338.360352,12455.330078,12455.330078,6467180000
2020-12-02,12390.580078,12472.250000,12318.269531,12456.410156,12456.410156,5150820000
2020-12-03,12469.160156,12538.919922,12445.360352,12467.129883,12467.129883,5182100000
2020-12-04,12479.910156,12531.209961,12450.509766,12528.480469,12528.480469,5044210000
2020-12-07,12523.570313,12610.000000,12523.120117,12596.469727,12596.469727,4741690000
2020-12-08,12574.839844,12651.349609,12504.969727,12635.719727,12635.719727,4758170000
2020-12-09,12626.969727,12643.240234,12311.299805,12364.639648,12364.639648,5131720000
2020-12-10,12268.469727,12447.849609,12226.129883,12401.740234,12401.740234,4470060000
2020-12-11,12327.070313,12378.610352,12236.799805,12375.410156,12375.410156,4268140000
2020-12-14,12427.860352,12544.309570,12426.250000,12462.209961,12462.209961,4458140000
2020-12-15,12565.280273,12596.839844,12467.570313,12595.919922,12595.919922,4377950000
2020-12-16,12607.870117,12698.110352,12568.709961,12668.160156,12668.160156,4561600000
2020-12-17,12741.639648,12760.969727,12685.980469,12752.059570,12752.059570,4994090000
2020-12-18,12786.919922,12793.469727,12611.219727,12738.179688,12738.179688,7088670000
2020-12-21,12575.599609,12706.440430,12474.030273,12690.259766,12690.259766,5156470000
2020-12-22,12715.480469,12761.230469,12606.419922,12717.559570,12717.559570,5700760000
2020-12-23,12733.750000,12737.589844,12649.599609,12653.139648,12653.139648,7028650000
2020-12-24,12668.200195,12732.549805,12665.799805,12711.009766,12711.009766,3305950000
2020-12-28,12813.969727,12861.910156,12747.049805,12838.860352,12838.860352,5076340000
2020-12-29,12909.860352,12925.530273,12816.589844,12843.490234,12843.490234,4680780000
2020-12-30,12900.030273,12917.450195,12828.790039,12845.360352,12845.360352,5292210000
2020-12-31,12852.959961,12904.089844,12804.750000,12888.280273,12888.280273,4771390000
2021-01-04,12950.219727,12950.219727,12537.419922,12694.660156,12694.660156,6546740000
2021-01-05,12663.129883,12809.669922,12663.129883,12802.379883,12802.379883,6904420000
2021-01-06,12601.259766,12803.290039,12569.419922,12623.349609,12623.349609,7648340000
2021-01-07,12745.410156,12966.679688,12744.820313,12939.570313,12939.570313,6777010000
2021-01-08,13037.240234,13113.089844,12939.730469,13105.200195,13105.200195,7223660000
2021-01-11,12961.500000,13023.209961,12883.589844,12902.490234,12902.490234,6876420000
2021-01-12,12916.099609,12957.429688,12783.709961,12892.089844,12892.089844,7181380000
2021-01-13,12911.870117,13008.849609,12878.019531,12973.629883,12973.629883,7072920000
2021-01-14,13010.940430,13037.049805,12886.160156,12898.690430,12898.690430,6671090000
2021-01-15,12898.089844,12941.290039,12758.099609,12803.929688,12803.929688,6402970000
2021-01-19,12921.610352,13012.089844,12861.299805,12996.540039,12996.540039,6229100000
2021-01-20,13155.120117,13332.259766,13138.299805,13296.450195,13296.450195,6771630000
2021-01-21,13356.700195,13433.690430,13297.790039,13404.990234,13404.990234,7183390000
2021-01-22,13356.179688,13404.769531,13336.900391,13366.400391,13366.400391,5931240000
2021-01-25,13515.629883,13563.700195,13205.589844,13483.290039,13483.290039,7139410000
2021-01-26,13507.469727,13536.299805,13440.320313,13490.190430,13490.190430,6781460000
2021-01-27,13371.160156,13393.509766,13034.139648,13112.650391,13112.650391,11102160000
2021-01-28,13163.320313,13401.849609,13150.099609,13201.530273,13201.530273,9823150000
2021-01-29,13124.700195,13167.870117,12845.429688,12925.379883,12925.379883,7809670000
2021-02-01,13067.650391,13280.219727,12983.099609,13248.900391,13248.900391,7014220000
2021-02-02,13371.370117,13501.230469,13363.759766,13456.120117,13456.120117,7240220000
2021-02-03,13555.030273,13561.450195,13400.080078,13402.370117,13402.370117,7465240000
2021-02-04,13454.849609,13563.129883,13406.440430,13560.889648,13560.889648,7218680000
2021-02-05,13592.769531,13642.959961,13527.809570,13603.959961,13603.959961,6697720000
2021-02-08,13672.330078,13698.410156,13607.959961,13695.019531,13695.019531,8439940000
2021-02-09,13667.139648,13741.790039,13664.700195,13687.080078,13687.080078,8658980000
2021-02-10,13751.419922,13770.910156,13531.929688,13655.269531,13655.269531,10165550000
2021-02-11,13723.629883,13747.200195,13637.190430,13734.349609,13734.349609,10000200000
2021-02-12,13695.900391,13816.250000,13656.780273,13807.700195,13807.700195,7352960000
2021-02-16,13841.030273,13879.769531,13726.780273,13773.769531,13773.769531,7646300000
2021-02-17,13636.150391,13713.139648,13552.660156,13699.709961,13699.709961,7227140000
2021-02-18,13556.009766,13669.940430,13477.169922,13637.509766,13637.509766,6454280000
2021-02-19,13686.230469,13701.690430,13545.450195,13580.780273,13580.780273,6686060000
2021-02-22,13414.040039,13447.370117,13220.769531,13223.740234,13223.740234,6435100000
2021-02-23,12982.360352,13259.849609,12758.120117,13194.709961,13194.709961,7482840000
2021-02-24,13095.860352,13312.429688,12971.820313,13302.190430,13302.190430,5793430000
2021-02-25,13197.750000,13294.559570,12773.759766,12828.309570,12828.309570,6335240000
2021-02-26,12958.959961,13090.360352,12764.339844,12909.440430,12909.440430,5883880000
2021-03-01,13106.019531,13293.780273,13051.700195,13282.950195,13282.950195,5047710000
2021-03-02,13297.759766,13301.620117,13052.120117,13059.950195,13059.950195,4920320000
2021-03-03,13020.099609,13057.290039,12679.889648,12683.330078,12683.330078,5493960000
2021-03-04,12655.919922,12799.080078,12314.160156,12464.000000,12464.000000,7799710000
2021-03-05,12594.160156,12700.959961,12208.389648,12668.509766,12668.509766,7696900000
2021-03-08,12629.559570,12718.580078,12287.570313,12299.080078,12299.080078,5971260000
2021-03-09,12635.450195,12868.519531,12592.830078,12794.490234,12794.490234,6294910000
2021-03-10,12950.250000,12979.379883,12726.849609,12752.070313,12752.070313,5991730000
2021-03-11,12960.530273,13117.860352,12920.009766,13052.900391,13052.900391,5956260000
2021-03-12,12873.389648,12943.580078,12778.129883,12937.290039,12937.290039,5472340000
2021-03-15,12936.129883,13085.009766,12885.639648,13082.540039,13082.540039,5933440000
2021-03-16,13156.650391,13297.480469,13091.780273,13152.280273,13152.280273,5463770000
2021-03-17,13024.830078,13280.290039,12950.080078,13202.379883,13202.379883,5465500000
2021-03-18,13006.290039,13040.360352,12781.530273,12789.139648,12789.139648,5699900000
2021-03-19,12792.669922,12906.019531,12704.070313,12866.990234,12866.990234,7591530000
2021-03-22,12943.139648,13167.459961,12943.139648,13086.509766,13086.509766,5302770000
2021-03-23,13127.169922,13180.660156,12993.500000,13017.790039,13017.790039,5607860000
2021-03-24,13072.820313,13077.490234,12797.849609,12798.879883,12798.879883,6184470000
2021-03-25,12707.580078,12845.660156,12627.929688,12780.509766,12780.509766,5608640000
2021-03-26,12777.269531,12992.299805,12721.660156,12979.120117,12979.120117,5195330000
2021-03-29,12950.509766,13013.469727,12836.599609,12965.740234,12965.740234,4934000000
2021-03-30,12904.009766,12929.459961,12798.030273,12896.530273,12896.530273,4685320000
2021-03-31,12970.330078,13167.059570,12966.650391,13091.440430,13091.440430,4980670000
2021-04-01,13268.879883,13333.410156,13255.820313,13329.519531,13329.519531,4553470000
2021-04-05,13434.040039,13623.599609,13420.809570,13598.160156,13598.160156,4439970000
2021-04-06,13567.200195,13660.290039,13551.599609,13578.459961,13578.459961,4038510000
2021-04-07,13553.900391,13648.799805,13532.629883,13616.700195,13616.700195,4078990000
2021-04-08,13730.730469,13763.179688,13703.509766,13758.509766,13758.509766,4133640000
2021-04-09,13709.669922,13849.309570,13674.919922,13845.059570,13845.059570,3906460000
2021-04-12,13792.740234,13839.389648,13747.629883,13819.349609,13819.349609,4230160000
2021-04-13,13874.580078,14002.530273,13874.580078,13986.490234,13986.490234,4200290000
2021-04-14,13988.860352,13990.540039,13782.179688,13803.910156,13803.910156,4102380000
2021-04-15,13934.870117,14040.110352,13931.009766,14026.190430,14026.190430,4382620000
2021-04-16,14035.959961,14050.379883,13966.540039,14041.910156,14041.910156,4414640000
2021-04-19,13970.830078,14025.639648,13835.750000,13907.669922,13907.669922,4349340000
2021-04-20,13891.959961,13934.889648,13730.589844,13809.299805,13809.299805,4229410000
2021-04-21,13768.919922,13939.700195,13717.440430,13935.150391,13935.150391,3967090000
2021-04-22,13920.879883,13954.030273,13716.759766,13762.360352,13762.360352,4397030000
2021-04-23,13794.490234,13989.429688,13789.450195,13941.440430,13941.440430,4332500000
2021-04-26,13954.940430,14039.400391,13919.929688,14026.160156,14026.160156,4479480000
2021-04-27,14048.129883,14048.339844,13931.179688,13960.280273,13960.280273,4665430000
2021-04-28,13953.610352,13992.080078,13895.150391,13901.620117,13901.620117,4532050000
2021-04-29,14063.940430,14073.480469,13836.099609,13970.200195,13970.200195,4854340000
2021-04-30,13857.790039,13969.209961,13838.820313,13860.759766,13860.759766,4762770000
2021-05-03,13923.040039,13955.000000,13784.660156,13799.719727,13799.719727,4718850000
2021-05-04,13680.629883,13705.379883,13396.110352,13544.669922,13544.669922,5852850000
2021-05-05,13649.120117,13676.860352,13478.580078,13503.370117,13503.370117,4517100000
2021-05-06,13490.940430,13617.339844,13403.459961,13613.730469,13613.730469,5000710000
2021-05-07,13715.559570,13814.650391,13669.780273,13719.629883,13719.629883,4376800000
2021-05-10,13647.730469,13648.490234,13358.620117,13359.080078,13359.080078,4795690000
2021-05-11,13102.639648,13381.660156,13094.759766,13351.269531,13351.269531,4719720000
2021-05-12,13155.070313,13236.889648,12967.179688,13001.629883,13001.629883,4730740000
2021-05-13,13133.730469,13226.639648,13006.769531,13109.150391,13109.150391,4681530000
2021-05-14,13238.990234,13430.000000,13220.190430,13393.120117,13393.120117,4008110000
2021-05-17,13329.860352,13350.139648,13196.570313,13312.910156,13312.910156,3980630000
2021-05-18,13352.259766,13400.519531,13212.849609,13217.679688,13217.679688,4283680000
2021-05-19,12998.530273,13243.980469,12994.349609,13237.910156,13237.910156,4314980000
2021-05-20,13294.589844,13526.009766,13293.099609,13494.089844,13494.089844,3972730000
2021-05-21,13573.219727,13573.839844,13401.530273,13411.740234,13411.740234,3704590000
2021-05-24,13504.389648,13687.610352,13500.120117,13641.750000,13641.750000,3490650000
2021-05-25,13701.299805,13734.410156,13614.540039,13657.730469,13657.730469,4084480000
2021-05-26,13687.709961,13726.059570,13661.059570,13702.740234,13702.740234,4231140000
2021-05-27,13686.860352,13724.759766,13652.129883,13657.849609,13657.849609,5057550000
2021-05-28,13717.000000,13765.799805,13684.830078,13686.509766,13686.509766,4435220000
2021-06-01,13764.269531,13773.450195,13602.120117,13654.589844,13654.589844,4155670000
2021-06-02,13655.709961,13712.679688,13610.160156,13675.790039,13675.790039,5059810000
2021-06-03,13568.910156,13608.540039,13469.849609,13529.679688,13529.679688,5367460000
2021-06-04,13619.790039,13784.769531,13613.580078,13770.769531,13770.769531,4341800000
2021-06-07,13744.150391,13808.419922,13710.110352,13802.889648,13802.889648,4602940000
2021-06-08,13873.459961,13913.400391,13746.419922,13810.860352,13810.860352,5894140000
2021-06-09,13865.509766,13900.709961,13811.049805,13814.940430,13814.940430,5607720000
2021-06-10,13834.259766,13962.980469,13817.830078,13960.349609,13960.349609,4889500000
2021-06-11,13959.469727,13998.650391,13934.000000,13998.299805,13998.299805,4140190000
2021-06-14,14002.139648,14129.330078,13963.940430,14128.200195,14128.200195,4394380000
2021-06-15,14120.809570,14126.259766,14008.929688,14030.410156,14030.410156,4517770000
2021-06-16,14053.120117,14100.110352,13843.599609,13983.009766,13983.009766,4632480000
2021-06-17,13946.700195,14205.429688,13946.519531,14163.809570,14163.809570,4526780000
2021-06-18,14125.120117,14140.620117,14024.599609,14049.580078,14049.580078,6105960000
2021-06-21,14055.040039,14150.910156,13967.889648,14137.230469,14137.230469,4523120000
2021-06-22,14140.299805,14288.490234,14128.009766,14270.419922,14270.419922,4405260000
2021-06-23,14275.089844,14324.740234,14247.580078,14274.240234,14274.240234,4394600000
2021-06-24,14358.299805,14429.139648,14337.650391,14365.959961,14365.959961,4297280000
2021-06-25,14396.629883,14401.709961,14324.259766,14345.179688,14345.179688,7436800000
2021-06-28,14401.629883,14530.070313,14400.589844,14524.980469,14524.980469,4235620000
2021-06-29,14523.629883,14575.190430,14481.849609,14572.750000,14572.750000,4842860000
2021-06-30,14560.070313,14582.299805,14530.870117,14554.799805,14554.799805,5264790000
2021-07-01,14530.629883,14576.639648,14483.419922,14560.049805,14560.049805,4371620000
2021-07-02,14633.509766,14738.139648,14626.820313,14727.629883,14727.629883,3731730000
2021-07-06,14755.150391,14797.450195,14635.309570,14786.360352,14786.360352,4464780000
2021-07-07,14889.759766,14891.190430,14735.750000,14810.540039,14810.540039,4582030000
2021-07-08,14577.669922,14763.669922,14551.759766,14722.139648,14722.139648,4550600000
2021-07-09,14709.320313,14838.719727,14685.540039,14826.089844,14826.089844,3809040000
2021-07-12,14878.709961,14899.459961,14813.790039,14877.889648,14877.889648,3864500000
2021-07-13,14871.040039,15002.280273,14843.799805,14874.540039,14874.540039,4553380000
2021-07-14,14984.860352,15001.129883,14871.730469,14900.440430,14900.440430,4461730000
2021-07-15,14903.490234,14907.509766,14717.549805,14794.690430,14794.690430,4493540000
2021-07-16,14842.080078,14875.969727,14667.099609,14681.379883,14681.379883,4048940000
2021-07-19,14517.959961,14578.959961,14455.070313,14549.089844,14549.089844,4507040000
2021-07-20,14601.339844,14790.599609,14530.780273,14728.209961,14728.209961,4618980000
2021-07-21,14723.669922,14843.169922,14710.110352,14842.629883,14842.629883,4075150000
2021-07-22,14865.469727,14941.379883,14865.469727,14940.169922,14940.169922,3574560000
2021-07-23,15004.429688,15125.839844,14948.040039,15111.790039,15111.790039,3959410000
2021-07-26,15088.280273,15142.349609,15048.230469,15125.950195,15125.950195,4409960000
2021-07-27,15103.009766,15107.740234,14787.799805,14956.969727,14956.969727,4300000000
2021-07-28,15005.169922,15078.849609,14913.549805,15018.099609,15018.099609,4235390000
2021-07-29,15015.299805,15091.959961,15004.419922,15048.360352,15048.360352,3904590000
2021-07-30,14882.389648,14990.860352,14882.389648,14959.900391,14959.900391,3628750000
2021-08-02,15046.099609,15059.889648,14945.129883,14963.620117,14963.620117,3738200000
2021-08-03,14997.200195,15063.660156,14864.530273,15061.419922,15061.419922,4117520000
2021-08-04,15059.160156,15117.379883,15017.139648,15083.389648,15083.389648,4319400000
2021-08-05,15105.400391,15184.269531,15083.839844,15181.639648,15181.639648,4087320000
2021-08-06,15125.740234,15162.339844,15063.019531,15109.360352,15109.360352,4159050000
2021-08-09,15136.139648,15154.679688,15081.750000,15133.110352,15133.110352,4095760000
2021-08-10,15157.370117,15169.450195,15010.160156,15053.580078,15053.580078,3978790000
2021-08-11,15101.820313,15127.780273,14972.599609,15027.759766,15027.759766,3980530000
2021-08-12,15012.599609,15097.910156,14956.250000,15088.980469,15088.980469,4020260000
2021-08-13,15101.839844,15150.480469,15079.299805,15136.679688,15136.679688,4038130000
2021-08-16,15090.049805,15142.030273,14931.150391,15140.769531,15140.769531,3953840000
2021-08-17,15018.940430,15062.700195,14906.219727,15002.830078,15002.830078,4151190000
2021-08-18,14975.019531,15039.900391,14846.509766,14857.919922,14857.919922,3814120000
2021-08-19,14773.190430,15000.190430,14773.190430,14933.940430,14933.940430,4172870000
2021-08-20,14974.059570,15103.940430,14968.870117,15092.570313,15092.570313,3864780000
2021-08-23,15140.139648,15341.469727,15140.139648,15312.820313,15312.820313,3893990000
2021-08-24,15338.919922,15384.419922,15319.549805,15357.679688,15357.679688,3792870000
2021-08-25,15384.830078,15404.360352,15341.919922,15368.919922,15368.919922,3629990000
2021-08-26,15348.980469,15369.280273,15265.230469,15278.519531,15278.519531,3610970000
2021-08-27,15305.750000,15447.030273,15292.740234,15432.950195,15432.950195,4006310000
2021-08-30,15460.929688,15620.620117,15459.740234,15605.089844,15605.089844,4034110000
2021-08-31,15601.339844,15604.450195,15522.780273,15582.509766,15582.509766,4170170000
2021-09-01,15637.129883,15696.419922,15603.669922,15611.570313,15611.570313,4248030000
2021-09-02,15656.280273,15681.759766,15554.290039,15604.250000,15604.250000,4018120000
2021-09-03,15578.959961,15668.120117,15554.969727,15652.860352,15652.860352,3692170000
2021-09-07,15662.299805,15701.400391,15610.230469,15675.759766,15675.759766,3967040000
2021-09-08,15669.009766,15669.009766,15528.450195,15620.849609,15620.849609,4113530000
2021-09-09,15639.440430,15675.459961,15556.740234,15561.049805,15561.049805,3997250000
2021-09-10,15648.049805,15673.500000,15433.429688,15440.750000,15440.750000,4567980000
2021-09-13,15545.660156,15562.280273,15351.700195,15434.500000,15434.500000,4701190000
2021-09-14,15505.780273,15525.969727,15352.059570,15382.900391,15382.900391,4571950000
2021-09-15,15419.950195,15518.950195,15316.400391,15503.530273,15503.530273,4446270000
2021-09-16,15452.669922,15539.139648,15370.879883,15515.910156,15515.910156,3681700000
2021-09-17,15481.429688,15485.209961,15291.040039,15333.469727,15333.469727,6682650000
2021-09-20,15068.650391,15157.259766,14821.030273,15012.190430,15012.190430,4860630000
2021-09-21,15096.969727,15139.900391,14986.980469,15027.769531,15027.769531,4056340000
2021-09-22,15073.959961,15230.339844,15029.900391,15176.509766,15176.509766,4229870000
2021-09-23,15231.200195,15356.919922,15199.429688,15316.580078,15316.580078,4176520000
2021-09-24,15222.969727,15345.540039,15209.160156,15329.679688,15329.679688,3972140000
2021-09-27,15205.230469,15240.580078,15106.450195,15204.820313,15204.820313,4619450000
2021-09-28,15001.980469,15040.570313,14758.980469,14770.299805,14770.299805,4954270000
2021-09-29,14835.509766,14914.919922,14727.410156,14752.889648,14752.889648,5246170000
2021-09-30,14830.299805,14888.219727,14684.549805,14689.620117,14689.620117,5910550000
2021-10-01,14731.379883,14830.839844,14555.120117,14791.870117,14791.870117,4688550000
2021-10-04,14713.599609,14727.599609,14384.929688,14472.120117,14472.120117,4539650000
2021-10-05,14533.429688,14763.639648,14520.230469,14674.150391,14674.150391,4143190000
2021-10-06,14529.889648,14775.639648,14499.480469,14766.750000,14766.750000,4443760000
2021-10-07,14899.070313,15010.320313,14878.219727,14897.129883,14897.129883,3936210000
2021-10-08,14942.360352,14948.349609,14805.500000,14820.750000,14820.750000,3557630000
2021-10-11,14765.690430,14907.570313,14709.049805,14713.730469,14713.730469,3522230000
2021-10-12,14772.290039,14784.780273,14636.330078,14662.110352,14662.110352,4037030000
2021-10-13,14751.799805,14800.830078,14676.580078,14774.599609,14774.599609,4032440000
2021-10-14,14925.580078,15059.889648,14901.589844,15052.419922,15052.419922,4240520000
2021-10-15,15106.969727,15150.139648,15064.589844,15146.919922,15146.919922,4473930000
2021-10-18,15091.580078,15307.509766,15074.709961,15300.889648,15300.889648,4142540000
2021-10-19,15349.450195,15414.969727,15320.620117,15410.719727,15410.719727,4443000000
2021-10-20,15448.000000,15457.110352,15333.429688,15388.709961,15388.709961,4086590000
2021-10-21,15365.809570,15497.580078,15350.500000,15489.589844,15489.589844,4880390000
2021-10-22,15422.070313,15474.280273,15291.950195,15355.070313,15355.070313,5719760000
2021-10-25,15417.250000,15555.650391,15338.490234,15514.190430,15514.190430,5677320000
2021-10-26,15615.360352,15710.790039,15518.589844,15559.490234,15559.490234,7035470000
2021-10-27,15603.160156,15729.750000,15578.679688,15598.389648,15598.389648,6083210000
2021-10-28,15674.389648,15784.000000,15650.009766,15778.160156,15778.160156,5660240000
2021-10-29,15638.740234,15856.900391,15638.740234,15850.469727,15850.469727,5310370000
2021-11-01,15879.610352,15910.349609,15785.309570,15905.280273,15905.280273,5239250000
2021-11-02,15885.339844,15988.330078,15877.269531,15972.490234,15972.490234,5118540000
2021-11-03,16000.599609,16157.599609,15950.589844,16144.500000,16144.500000,5274520000
2021-11-04,16193.219727,16387.949219,16169.559570,16346.240234,16346.240234,5252570000
